original_contract_address,gas_original,gas_reexecute,deploy_time,total_number_re_execution,success_re_execution,re_execution_time,function_count,source_code_length,patch_time,bytecode_size,increased_bytecode_size,re_execution_time_original,re_execution_time_patched,total_gas_original,total_gas_re_execute
0x043aa6ef0ca599a7f41dd057e85b397d84f5e1c3,54064,70097,271,239,239,833,30,587,1.259565353,7533,320,0,0,0,0
0x2b5a977388123eab1b4c401334edb75888a03a54,46951,71636,271,50,50,208,46,684,1.304626465,5416,322,0,0,0,0
0x3ca1727353204f4bb9085c5521e822687a75b653,101519,125939,271,52,52,267,80,952,1.815795898,10427,529,0,0,0,0
0x03930c2fef5ddd425b0a8e55a6035d0259b05104,44802,69067,271,8,8,61,45,962,2.064228058,10560,487,0,0,0,0
0x2fc449d020faa114cb1e2b15a5cbb37fa3a5ada5,44213,51895,271,10,10,48,62,1620,3.476142883,7328,368,0,0,0,0
0x3D3293869093C29eEd9C8b8fBD24Eb698AC51E08,619726,694594,271,2,2,16,49,3524,6.721496582,8492,216,0,0,0,0
0x2dae992daca67c90efab48a7a2ae699fd76e7ebb,65484,95518,272,197,197,715,18,387,0.08999538422,6592,272,0,0,0,0
0x2CC94840fe1e921A7c3290D280807540493A811d,45937,66793,272,21,21,85,42,462,0.09032249451,4679,221,0,0,0,0
0x2f610baff863f3999f645741822f909cd33fa592,81401,110368,272,74,74,270,17,367,0.1537280083,4272,221,0,0,0,0
0x2c7e63BAd87f2B3F4C92C622FA8530AFc555E7ca,46582,51240,272,1,1,13,18,1,0.2339882851,2583,113,0,0,0,0
0x2fd088949af022a7c8ecc7bcec18cbc596f35360,47954,47954,272,3,3,26,62,1590,0.4204216003,7321,326,0,0,0,0
0x2D94Ce2b59F3828ccfD800582be1bf0529C28fc3,322093,322093,272,10,10,49,17,309,0.5893707275,5817,167,0,0,0,0
0x2f3Ee68733D528b3Ca74FD68821886D2c215896A,43491,43491,272,21,21,110,26,317,0.6046295166,3739,151,0,0,0,0
0x2cfb117ec674beac5b9b71abbe1fdb2d815b31ba,58989,58989,272,61,61,263,19,371,0.6191730499,6612,221,0,0,0,0
0x048427f1B6Fe76d84c292f52e196aCC6Afe9a161,443414,443414,272,7,7,32,17,362,0.6904602051,3836,172,0,0,0,0
0x4fadcf48949bc727f7d8d3368986ef534b5e9f63,46755,46755,272,236,236,1151,30,608,1.014709473,7547,256,0,0,0,0
0x4c03f633dc7a68c46345484d93fffb816d911761,51227,78802,272,318,318,1616,30,584,1.113891602,7550,288,0,0,0,0
0x4c54C1fE9fd0e5Eb85C47cb3C94a090b6795Dc4f,46261,62464,272,39,39,136,27,675,1.287460327,3439,120,0,0,0,0
0x4e788bfdbf991642f3a5a73522298f4260c37771,52649,62015,272,230,230,1130,77,1435,2.394914627,9426,545,0,0,0,0
0x2cb3b3b73d8eda9a2a8b829eaf5fd8ee6ded5322,92120,111087,272,228,228,1026,40,1325,2.527236938,10559,235,0,0,0,0
0x4f0167447cde58282ae495800e6cce8651cc59a2,41252,52026,272,12,12,77,58,1336,2.548217773,7604,472,0,0,0,0
0x2f8999dD8656A91e109Fe8441Ac51715D1facC5E,2604095,2864504,272,1,1,9,39,1003,3.108739853,5905,452,0,0,0,0
0x3db9ca68c5a1144b0b63dd9dbdadda5d7550d537,47691,70602,272,9,9,43,62,1615,3.465414047,11362,333,0,0,0,0
0x3f20e2c1e8ff57d5c6965a4a2a87ff540a05eb4d,107355,126264,272,271,271,1222,83,1454,4.506587982,11407,448,0,0,0,0
0x020c60895d1cdeac594e1f85d021568f0e1e542c,45199,68270,272,34,34,175,62,1605,4.974603653,11358,419,0,0,0,0
0x4d5406b1c01218f191ae7202558706c3f72d9109,63416,74820,273,3,3,12,9,1,0.001668930054,6554,64,0,0,0,0
0x2C0fcEdcD0F5d25aa5bF121F6822f67221b905C0,47849,72593,273,632,632,2194,64,26,0.04959106445,7247,333,0,0,0,0
0x2bd547AcefFcD5Dd194aD05D0B40f2Ff92C943bd,109428,146494,273,44,44,202,23,26,0.05578994751,4483,184,0,0,0,0
0x3e017dc283773c72e8315c78f8fee7255fc97160,44264,57253,273,29,29,109,18,380,0.1079149246,6540,38,0,0,0,0
0x2ea57a2c4c5dd7610431b3beb9fcd215e8a02e36,45840,68297,273,72,72,324,50,605,0.1212601662,5492,372,0,0,0,0
0x2d55f5a6Cb1446088A243bdC3D2D2AbaC7335535,41438,65631,273,5,5,41,30,586,0.1221728325,5550,256,0,0,0,0
0x3e86a1c5bf6c5c0846a8c47cdd044da94c39d849,57770,84927,273,130,130,614,30,617,0.1356124878,7642,270,0,0,0,0
0x2a164909b6a71a179d20868c011aa4ee31577e1a,99268,134673,273,59,59,192,17,368,0.1523022652,4239,179,0,0,0,0
0x2f5524b0973aEA012F9Afa0DF87d3b5BBA21130E,211567,247209,273,821,821,3508,37,71,0.152349472,6293,302,0,0,0,0
0x03380c491c5051edc4e1a89352c28aa383dee7f0,61969,72962,273,28,28,116,38,666,0.1961481571,8229,472,0,0,0,0
0x2e541cec5cb41e7678ac3c8e91acb3fc1db0da07,116151,153125,273,943,943,3309,34,1494,0.2948462963,5871,200,0,0,0,0
0x3cb9180e1cb21faad609f92b28c8198d398c5f49,47241,68651,273,252,252,871,50,1248,0.3068563938,6051,372,0,0,0,0
0x2d36c01e0c93fde09e396cb70dd88f2a3408eae8,48550,60282,273,3,3,13,62,1596,0.4190840721,11355,462,0,0,0,0
0x4ce3146d17d96ec357f73d2f6b38eb6baa87505b,48357,78754,273,107,107,514,30,311,0.5190372467,3899,160,0,0,0,0
0x02250fe27FcB85821a3bb4eab8C0e6CbE0a934A8,45351,72203,273,24,24,161,20,283,0.5397796631,3919,140,0,0,0,0
0x4E4019c632579fB81E8c26503140aa2C9b55c065,53296,61218,273,13,13,67,18,321,0.6122589111,2333,176,0,0,0,0
0x2d24524a86ea9c9282c557d0009667ed986a41f0,44385,67521,273,5,5,17,28,589,1.123428345,4681,242,0,0,0,0
0x2e13867fd89a5dfe9938d933abab54d03da1e336,46113,65022,273,36,36,219,29,604,1.152038574,4806,256,0,0,0,0
0x02b2ed7cca923046644f73184df1aaee810df2b9,54383,60320,273,447,447,2002,20,395,1.224279404,4301,186,0,0,0,0
0x2A9DE34AaA72674C641FBb6Aca544648D8fA2fb4,44724,67193,273,32,32,164,30,586,1.257419586,4361,352,0,0,0,0
0x3cFA3070378980765bE146c19EecacbA8077dD6b,40665,52956,273,3,3,28,30,591,1.268148422,4968,352,0,0,0,0
0x4feb2c034605ddd04878155e34d3f735a99dd35a,43162,58129,273,12,12,82,67,831,1.783132553,9488,515,0,0,0,0
0x4fa9a90810e99a0e6f01a94f3ef4314c248af659,45335,55796,273,66,66,368,35,997,1.901626587,6783,383,0,0,0,0
0x3d5c3df8abd095cafb7abd2be619654345f79a35,45067,52409,273,67,67,236,42,1102,2.101898193,4626,200,0,0,0,0
0x2d7454e49b3a08c4d9e155d9842d23c31f7a188c,44708,72837,273,64,64,320,60,1354,2.905368805,7706,417,0,0,0,0
0x2fe6592b2efca795281129144152925284d6d914,46999,77285,273,231,231,1147,62,1636,3.120422363,11009,462,0,0,0,0
0x04ca251a44c47781d64eccf924d2d638f5029714,46452,75190,273,154,154,650,62,1597,3.426790237,11356,462,0,0,0,0
0x4d572eed915d8d1d97a3335527c3ef0868c84bb0,52840,76709,273,111,111,436,46,1203,5.162715912,7230,437,0,0,0,0
0x3d9D31FB541d2296cb19E0dc79dDe77180cE0fD8,48337,65165,274,453,453,1705,67,26,0.04959106445,7416,432,0,0,0,0
0x2A7781160b454e1a28319027840DB12AD29D9bEa,45548,67402,274,6,6,33,23,342,0.06962585449,4510,203,0,0,0,0
0x1b2A025432216A5C9bdbE5e41Ec249A99626B4f2,75485,101527,274,9,9,2256,4,340,0.0711915493,1394,34,0,0,0,0
0x4fE864eab615E6F84Cba0DEaEE90cfe78b43e990,92331,115155,274,2,2,21,8,36,0.0713467598,1085,80,0,0,0,0
0x4Ed491138B4129b818269832B2F49c7AedA7EAA4,75075,101282,274,96,96,355,22,331,0.07283687592,4325,202,0,0,0,0
0x027Ebe47D66A18B38dfAE92bAEd8eF0d34c9681b,72702,103342,274,158,158,540,26,27,0.1231892109,8002,272,0,0,0,0
0x4c28e56f5737184ac033aa7d118599466e29bafa,52123,84119,274,29,29,138,30,578,0.1425805092,4808,288,0,0,0,0
0x4fdf48ca24d41fe595ca1b3a7ca1bee32472cb1a,48272,68755,274,118,118,380,30,578,0.1591825485,4874,288,0,0,0,0
0x03D53211363966D4712712E69F851170DAd55657,215738,248169,274,17,17,87,20,379,0.2466259003,6899,312,0,0,0,0
0x3dFC19CB5E0AAE7aFF38d1Cf16fEfB5F33CBc6bA,46389,61084,274,302,302,1292,64,26,0.4351902008,7251,340,0,0,0,0
0x2D4154F6AEa95B56c6782F66D423426b3CBf9a46,72237,94144,274,121,121,515,21,401,0.6692409515,4486,266,0,0,0,0
0x2c30bcd656c00884a937c216c548dfa4848ae9e9,207876,239047,274,17,17,76,20,378,0.7209777832,4270,252,0,0,0,0
0x2ad6faa97bbad8dac18dc1b80a41cd67a8cc8a2e,44991,75004,274,43,43,197,30,583,0.9729862213,4768,352,0,0,0,0
0x2d757a3C65dd2d6b096401de3544cEDF2a0d6BAb,50385,76674,274,30,30,124,31,593,1.131057739,5091,270,0,0,0,0
0x039817effe15b3745765d192598a37d8a531b4ce,41442,67349,274,6,6,31,31,593,1.837968826,5215,372,0,0,0,0
0x2b1ba880914fad1b9b2b6bc387297358578f4ac6,46885,64093,274,228,228,765,52,1279,2.439498901,10283,360,0,0,0,0
0x3df2cc015d8e7dda3a0a455a852a171379e51ea5,46618,73163,274,45,45,207,81,1539,2.568483353,11253,952,0,0,0,0
0x3f4595c9bfa05a89675c8e14458a5fd114d84071,60607,87890,274,9,9,51,41,1357,2.588272095,11476,552,0,0,0,0
0x0248Ce7Bf19Ede68d4f70637BE2fAaC171F55c98,46860,65991,274,4,4,42,49,988,2.826690674,9120,272,0,0,0,0
0x02e6e640f7b8c9630dcbb1a1dc8590881c3e94d5,48879,71951,274,13,13,90,62,1054,3.266811371,7316,410,0,0,0,0
0x03160358234DD7a37057803Bb64aD0a8b1Fdbe28,47745,66545,274,34,34,113,58,1339,4.150152206,7671,527,0,0,0,0
0x0f4c00139602ab502bc7c1c0e71d6cb72a9fb0e7,351638,403401,274,982,982,18256,1,2961,6.353616714,594,39,0,0,0,0
0x04a6422548c430d6187c6d786c71814238a187b2,67211,86659,274,130,130,439,22,337,11.73067093,4368,202,0,0,0,0
0x4c4f5ada1dc9c7e91b62e6538bf57b9fcb5a731e,47151,69661,275,20,20,79,20,291,0.05984687805,4109,182,0,0,0,0
0x2acE5D2492B9A566A6c69f63f53af6Bb3B16D0b9,43967,58001,275,14,14,62,21,288,0.06607055664,3441,112,0,0,0,0
0x2e37384e5e427e41bb4fdb0a8414da234a43c140,59274,82570,275,205,205,876,18,377,0.07257795334,3497,179,0,0,0,0
0x2f9eb25bdb4a11f20e12fa238ec902346ee1ffed,152164,179504,275,26,26,96,20,297,0.09511089325,6250,160,0,0,0,0
0x02d29503dbc032e93c8b7d8b3cddc28ef59d2c73,68715,82719,275,17,17,81,23,338,0.09970879555,5452,168,0,0,0,0
0x048c71936Da25061ee49D14311Dd77600C6F800D,47959,74039,275,72,72,256,30,591,0.1062896252,7546,320,0,0,0,0
0x4e25534c57475027d0672d152c9cbcb39acdeaa7,48231,67252,275,9,9,52,31,595,0.1067638397,4991,270,0,0,0,0
0x2eeb501a29f966427f83aae9fa5abd78f420360c,258447,297128,275,13,13,68,17,362,0.1094179153,3843,179,0,0,0,0
0x04a4B81020f56D14B038fD8507d7f72b72c19361,54199,69488,275,19,19,79,30,593,0.1109910011,4800,320,0,0,0,0
0x3ec5e4c628f94ad4c90a712e8a185cc2ecf2900b,38120,48351,275,2,2,23,30,595,0.1961493492,7551,256,0,0,0,0
0x2A25d98E480B32d96f0ec3Bc516545cB816D3745,45769,77800,275,78,78,251,82,1731,0.1985440254,9929,482,0,0,0,0
0x04bbecaf138d0fe923fd26e4d57d8b7250a6a059,36791,53241,275,6,6,36,30,580,0.213809967,7548,256,0,0,0,0
0x2Fc090B23C17E3aA9fb1E58522DB3b47Dc5dCC07,41652,54769,275,12,12,57,58,1499,0.3894488811,6594,401,0,0,0,0
0x3C8Df3D3E4750D327F0b73aCaD9E8c192FA37F21,382288,427272,275,9,9,48,17,291,0.5550384521,6698,142,0,0,0,0
0x3f4B91F3E880a14266dd8B8d5196CF5DE7bEB600,121252,145053,275,42,42,169,20,379,0.6325244904,6944,284,0,0,0,0
0x047042D0108Bf88da54b6ED4B190bC9FEc8002c7,45984,74418,275,23,23,96,23,328,0.7038116455,4234,230,0,0,0,0
0x3eb555e9e393760f81b14f0cf8239dec7439c6ca,77718,106189,275,87,87,314,18,386,0.8282661438,4496,242,0,0,0,0
0x3D01396a40E8086f6327FFfB4cFC8eb282F58De9,44463,73934,275,38,38,129,59,561,1.070022583,6443,392,0,0,0,0
0x2d5c8bd4d0e2ef52b93cad7d5bf5a6ccd433d4f9,363376,420877,275,8,8,46,26,578,1.10244751,4539,296,0,0,0,0
0x4d3126bae99c6fae1da5e4d4fbf56d8a9318c502,44654,70512,275,15,15,72,29,590,1.125335693,4771,288,0,0,0,0
0x2d690c655fbcac9c0e5e3bef3bcbf82c6e5fccc2,56537,86562,275,16,16,73,30,579,1.242399216,4903,352,0,0,0,0
0x02be042275306c8aa6170295a4dd2714739b8919,52404,67002,275,93,93,473,30,583,1.250982285,4804,288,0,0,0,0
0x4DDeeDA0272FDd44060ddEF77E75a05BA6B4d24F,46025,63303,275,73,73,328,23,873,1.665115356,2917,131,0,0,0,0
0x3dcd7cdbf788bab4c79c78ea6044e206dc1ef751,42875,58676,275,13,13,74,30,591,1.690864563,4799,320,0,0,0,0
0x2eE39C921d39Ae8045a3C1Bf905f57488Acb1663,31518,57678,275,6,6,28,64,980,1.86920166,7271,456,0,0,0,0
0x4d70292e21443ac51d2c179981d66fe71703659f,45332,70160,275,383,383,1136,62,1589,3.030776978,7311,368,0,0,0,0
0x2eb6da555989250956ad14c6a440253736ea59c7,45253,61571,275,56,56,256,62,1612,3.074645996,7321,368,0,0,0,0
0x3f42f60c48b5bd1a218c89b9196b55917a9d3d0c,63573,72338,275,267,267,893,54,1189,3.401756287,7398,572,0,0,0,0
0x2c5a5c74bdf76dc2b6a1b95a875cbe275080c1a7,66732,73405,276,1,1,8,5,99,0.02635669708,984,60,0,0,0,0
0x3c9ded5b4b42b3e308ee46dcfe3819104772aad3,179149,221186,276,20,20,116,21,308,0.03751564026,3636,182,0,0,0,0
0x0Bf3d36501F58e1ebda95D380B930ba9C1e5663A,292989,344099,276,5,5,10325,11,26,0.04959106445,6753,38,0,0,0,0
0x2C0b233d27E8f8a4C244b93b6Deadeda0F4a565b,77313,92732,276,85,85,337,21,26,0.05764818192,4121,152,0,0,0,0
0x2efeafccfc418a0277c8c88df36b482b3013193f,355550,394503,276,9,9,35,20,301,0.0667681694,4287,152,0,0,0,0
0x0342E09c17B073Ba56b0dB0DF7e0e161EA5Fca06,119998,133653,276,37,37,163,22,26,0.08058547974,4362,185,0,0,0,0
0x045c9a0A45F7Fe03316D6c7Ced4d9506D37A76B0,71401,100673,276,109,109,401,21,297,0.08140206337,5293,137,0,0,0,0
0x3e587DF823b805b0CEB475bA9a13a414f2114Ef0,49717,81263,276,24,24,90,38,819,0.08583831787,7230,396,0,0,0,0
0x4c4bc1dee2461be2662c0f095211a27e5b21b306,71342,83612,276,116,116,402,18,380,0.1096222401,4494,179,0,0,0,0
0x048ca9c3695899f26c837ac8f41420174d58ce27,104867,117148,276,48,48,167,20,384,0.1465086937,6964,312,0,0,0,0
0x3dbcB831bFf231D81E36046B71Bf48D57D6f8422,59067,90310,276,17,17,70,67,624,0.1495804787,7236,442,0,0,0,0
0x3cbfc683abf93ee994da1b63beec169f4f9d67e7,46099,72905,276,291,291,1328,30,606,0.1664757729,7419,352,0,0,0,0
0x2d15675f0cc6bd97a65e031f02a31feaae86abef,48575,68317,276,81,81,415,37,658,0.3115825653,8373,347,0,0,0,0
0x03a1347171e3d54449bb504cf23604c9a1484740,42986,62335,276,5,5,43,61,1330,0.3301155567,7690,326,0,0,0,0
0x02300e23b2a50f35704d2e4877c3d2e88eee2001,440149,496732,276,7,7,38,18,384,0.3662109375,4260,242,0,0,0,0
0x2e8937ecb29ff155aef8742e0c20ac0b149f5f52,144152,169190,276,29,29,157,20,296,0.6351470947,6277,176,0,0,0,0
0x0453aa2dafff030614d9afef6c724ec2bee60876,132625,164093,276,948,948,3127,21,336,0.6408691406,4903,402,0,0,0,0
0x3f65c2573267d78ad6b7c8a6fb8ff56e32cd0b73,50648,57471,276,100,100,469,23,362,0.6904602051,6859,248,0,0,0,0
0x2e552ffd571fc54f0c9081b81ce517181309201e,74129,90453,276,102,102,542,20,397,0.8518695831,7019,228,0,0,0,0
0x03bdea5c4bf9693a19728fa0778938606e0d3492,45809,65448,276,182,182,713,44,411,0.8819103241,5656,264,0,0,0,0
0x2ec540D9A9F79dD069feac157eEA5E274013E994,41330,57084,276,16,16,97,25,333,0.9527206421,6079,95,0,0,0,0
0x2c53a38f998f3ebfa5a11542cb677abd53b2676f,41167,58914,276,3,3,13,30,592,0.9880065918,7942,288,0,0,0,0
0x3caccd1890790a62652a51951c331a9c3fa1b232,47446,66059,276,11,11,33,17,508,1.090049744,2180,140,0,0,0,0
0x4d5CD752908b5109259b998053D9e388e7B1B99D,45189,53148,276,29,29,165,30,588,1.121520996,4802,362,0,0,0,0
0x04d96dd2bb10e55bb91e87d517c5e638f8606d7b,46410,71068,276,12,12,66,32,606,1.155853271,7759,352,0,0,0,0
0x2b830477640748eae594c30ee4693ec799c5fdb7,42583,54574,276,2,2,16,28,631,1.203536987,7770,272,0,0,0,0
0x02c9eaea4e5457ea539d50cea694841ffdd1250e,41875,49222,276,13,13,108,30,627,1.345396042,4797,288,0,0,0,0
0x3f911a0031d749651401cfd60dc6bdfd87eddcf0,45727,70993,276,46,46,260,49,1214,2.026081085,7619,368,0,0,0,0
0x2eC56ED4cdbE4238536f95382d0c38836efFBac9,46589,58050,276,3,3,12,25,1108,2.113342285,3403,185,0,0,0,0
0x3f439181022b58051d89f59c926114e26bcababa,45808,63011,276,38,38,180,35,690,2.138614655,8741,320,0,0,0,0
0x0341ba36aeb29a96713aa3a3774d6fd38344a994,36742,53335,276,4,4,28,29,604,2.304077148,7536,288,0,0,0,0
0x4c40b24cb4a4f12313765157611fd6ce02032f68,45772,77261,276,70,70,314,55,1256,2.695083618,8164,396,0,0,0,0
0x3caaceac4cbc1e1da50004704bfa0a7bea0732a5,57420,72747,276,161,161,677,59,1299,2.787351608,7936,536,0,0,0,0
0x0482b9e74c5fcea9aa8a8a89a05bd9d21073f9f3,50204,70111,276,50,50,183,50,1200,3.719329834,8913,312,0,0,0,0
0x2fca7b77d7e06AF94dc23776107e9f80Ae8D497c,51297,66163,276,550,550,2071,62,1334,3.816604614,9025,333,0,0,0,0
0x2dc7b59afcd3a8c773ec4d6a495eceec74ced2c5,46070,61470,276,50,50,232,31,1348,3.856658936,10154,384,0,0,0,0
0x2acdf792403c0beb323247dbf2c7c20fe11c667b,23623,33875,277,77,77,299,1,21,0.001125097275,113,33,0,0,0,0
0x4CA675d62A05C451555C93E456F902bd3e423586,28880,31768,277,1,1,6,5,52,0.009396076202,946,102,0,0,0,0
0x4E9E36057ca5ceda67658b9565ca01Ab19245e03,168889,185914,277,23,23,97,22,26,0.05578994751,4389,151,0,0,0,0
0x2CC05Fa0b15d69974CEE4623c311b9a60bAB943B,43857,73304,277,34,34,120,49,27,0.05793571472,6290,374,0,0,0,0
0x2ba407eb7b5faae34c1e924742afa53907ad1bb0,46564,51855,277,31,31,114,17,372,0.08722448349,4248,242,0,0,0,0
0x3c8601a786426B093A43526EC929Ab1d0d00F2E7,48454,66060,277,718,718,2403,28,407,0.08734226227,4322,151,0,0,0,0
0x2Ce754D0e391B15672fac33f06A79E9413fB14B6,44621,61967,277,41,41,163,30,624,0.1141786575,4815,288,0,0,0,0
0x2a33f542c16080ccf2d6aeef2453859f28c1f9f0,61882,88362,277,171,171,656,17,375,0.1247730255,3939,212,0,0,0,0
0x3ce2c0ccc479b7b95d9a93087ca6021480d4a849,54045,62987,277,11,11,72,55,1248,0.1260595322,7618,401,0,0,0,0
0x3dcba89a1619a413711c43c4c29b64a76fc1eae8,49209,64662,277,443,443,1546,27,308,0.1479549408,6737,232,0,0,0,0
0x2f54c972cd4f3d8e556259535300037bfd9bedbf,50951,65096,277,968,968,4312,73,578,0.1675214767,6775,440,0,0,0,0
0x4d656d56359B0b95003704df2A725bC6198FfEbe,47538,60373,277,56,56,251,30,578,0.1759486198,4769,352,0,0,0,0
0x2c5eacbec719bd2f387bc54745222588bb46715d,45403,69477,277,99,99,329,42,1099,0.1778361797,4623,200,0,0,0,0
0x04172e63a2dde10ac68aa95fc54ffbdd4c07191b,40992,55345,277,3,3,27,22,335,0.1827583313,6873,262,0,0,0,0
0x2f803a095f86013cde719e97ee2dc54e29228761,45619,70605,277,18,18,93,42,1068,0.2050161362,4637,242,0,0,0,0
0x3fD099188b709d84F21BAcc59E9ffdCb1FCfA4DB,47502,53779,277,156,156,482,28,582,0.2586057186,7257,302,0,0,0,0
0x3e44a725fd7a093afb72b8b2140ab867d2ed9730,48378,73083,277,9,9,45,38,1416,0.3840637207,6145,338,0,0,0,0
0x4ca857c807f1cf148d12751e2270879536727184,56507,65578,277,94,94,358,57,1071,0.4025058746,10046,550,0,0,0,0
0x2d780519097eadceb10e29bf44e1e96c1bd27f00,44472,63924,277,20,20,111,16,219,0.4699230194,1786,122,0,0,0,0
0x2D1A2824AE08026047042bFe531DE76349EA9E71,223852,247193,277,16,16,79,23,345,0.6580352783,1828,203,0,0,0,0
0x02f5f7c4ef794f3b270a9f1a97cf821f45ea715a,94624,116183,277,63,63,306,18,377,0.7190704346,4259,179,0,0,0,0
0x4e51276945a1de1ec9391882b5889d5e0a2e5668,506548,559581,277,6,6,64,20,392,0.7476806641,6645,224,0,0,0,0
0x049863E60AA54D1C14C09a8D03977dd978671cc9,244067,275342,277,14,14,48,18,374,0.8025169373,4242,242,0,0,0,0
0x2A052C7A6E6FC34ab170fc1014290f4b35bAc8Cc,124094,161982,277,38,38,204,23,356,0.9336471558,4494,203,0,0,0,0
0x2a254becb84ad2504d2c818d4e41bd1e4c7a4101,44914,69697,277,114,114,364,30,609,1.016378403,4960,304,0,0,0,0
0x2D38C4b5c2Ad0014b002882755B52010bE5663Dc,46576,66563,277,198,198,857,63,901,1.074075699,7361,416,0,0,0,0
0x03d9657fde0fd244ba2ec22c4e6be2120cb88f12,44908,56220,277,17,17,60,29,621,1.184463501,4523,249,0,0,0,0
0x4c899920770b3bf2aff435f3fe1f965c14b3bc0a,45593,75479,277,16,16,82,30,583,1.806974411,7520,256,0,0,0,0
0x2eE592314b123fc00A35ED3f64aA8b4C247e7fb5,57465,65975,277,37,37,188,39,994,2.132892609,5748,222,0,0,0,0
0x4de3b53640fa39a3665f1aeb1552dc3bd74786e0,69074,96495,277,124,124,402,49,1138,2.170562744,8204,473,0,0,0,0
0x3cbdf3c77364e1d129b3110a6c20b856677ead33,46471,61573,277,63,63,340,53,1285,2.450942993,10565,442,0,0,0,0
0x2e10588cb86f8232095fd19dcbd23ed66b1ca171,41111,51387,277,6,6,33,60,1335,2.864599228,7700,582,0,0,0,0
0x0365054Cf20277fA4F707b475676B96032775e18,37685,51095,277,2,2,23,31,597,13.66424561,5099,270,0,0,0,0
0x3da9904088D3e27261BEa3e149cf54ACad616e2E,75429,95050,278,114,114,378,18,378,0.06954932213,4296,239,0,0,0,0
0x2AcfEb0430fCEB2dd0B95f1c2103B716aCA8124F,49317,78671,278,106,106,498,30,583,0.101732254,4802,288,0,0,0,0
0x2bc617F3c51a8950DE16BEECc1de42C6Cf7ad165,45945,59298,278,170,170,563,42,425,0.1038980484,4701,208,0,0,0,0
0x2c55e7b7c4d822b2ab2ce5d1d9597aa5d2525a72,35047,47806,278,5,5,44,30,586,0.1053571701,4786,352,0,0,0,0
0x2ed6c4b5da6378c7897ac67ba9e43102feb694ee,89806,124831,278,998,998,4894,19,45,0.1287460327,4894,168,0,0,0,0
0x4e2480607f51dd96b14c9ef6ab23a51f0088be00,42718,65044,278,3,3,20,30,599,0.1307532787,4746,288,0,0,0,0
0x4c9b37fa7ac859aa88e25d49b948f13640dc72ea,47921,74764,278,12,12,64,38,740,0.1423120499,7096,232,0,0,0,0
0x2cedb4e78993b0d8ee9c18ad5a7cd8424c142b46,46386,71055,278,40,40,184,58,1328,0.1462843418,7636,472,0,0,0,0
0x3d097c7219aec91241281cc92545c25cdbc0f030,43044,47513,278,23,23,103,30,634,0.1975979805,7552,256,0,0,0,0
0x4e9ab7857a3e33a143b890c6c886fda42f21f51d,43240,61290,278,2,2,7,15,141,0.2689361572,2480,128,0,0,0,0
0x2d206b0cb3edee9bf5e1bb4515d5cba958878c3d,43396,50610,278,21,21,89,64,1369,0.354180336,8090,608,0,0,0,0
0x2cd0297c6586124536030e043EDA77f3bd53F4d3,43865,63106,278,42,42,149,26,304,0.5798339844,8137,168,0,0,0,0
0x2c22Ec785cD1397C789D811d634B159784172Aa4,184458,208138,278,20,20,143,14,347,0.6618499756,5500,123,0,0,0,0
0x4e77c84b115d322a7d87284c3faf997d57fb4b25,152022,193622,278,26,26,227,18,379,0.8132457733,4269,242,0,0,0,0
0x3ca23000F3f84196Db1B99A491b9E9a8550f49Ca,160101,179848,278,24,24,124,20,303,0.9391307831,4109,182,0,0,0,0
0x3f382585eEd8683D2Ad4389f403125100aE222aC,46025,68578,278,101,101,397,30,583,1.250982285,4765,352,0,0,0,0
0x2f76a0bB9b354C23EC382A120166dCa34BB55031,49905,59453,278,57,57,277,27,598,1.853466034,6938,342,0,0,0,0
0x0403285d6b4d25251c551aa97768fabf49266b13,51898,64990,278,4,4,29,37,1132,2.429008484,4390,137,0,0,0,0
0x4d1863901159bfa39e3097b865dd5a42cc8e6100,47427,68233,278,653,653,2601,62,1611,3.456830978,11352,462,0,0,0,0
0x2aef79a6ad64f218ccb09a1970b163388919fa34,46421,72013,278,67,67,217,50,1527,4.004716873,9228,282,0,0,0,0
0x0414aC89d3689f0bbfca3c6B39084d6634F50acb,45744,63092,279,5,5,40,11,137,0.02319955826,1917,112,0,0,0,0
0x2ed419d7dddb84fad12adec557ce09a63ce0088a,280280,321555,279,12,12,38,19,375,0.02996349335,4080,38,0,0,0,0
0x4df20568fcc70fb9228425cbc07005f8496a3739,43795,49001,279,19,19,85,30,592,0.0343837738,4817,256,0,0,0,0
0x2f7Ed988624Ff8967380756EFF929f7Ac83CA6B3,57646,85581,279,265,265,1238,20,26,0.05578994751,4161,152,0,0,0,0
0x2f915dd23b34cd7b37f8674de847f6bee1e85bd7,957680,1067452,279,3,3,27,21,307,0.06188964844,4244,202,0,0,0,0
0x2Ec38F438fd0233F85410AD6381fF84d94170211,49456,73614,279,333,333,1389,62,1113,0.06428718567,7320,326,0,0,0,0
0x2A88bFCdF0961245A9B2672fCB913A3A5Cca8a88,48760,70799,279,14,14,75,52,44,0.08392333984,9359,242,0,0,0,0
0x4fc948B01E38547274Cc5dC9516e88cA2f6Ec1b5,47739,64367,279,24,24,119,30,590,0.092897892,4797,352,0,0,0,0
0x3d0d453a65a6959025238a5937af7d957680f1f7,67183,92647,279,4,4,21,20,375,0.1158866882,6953,228,0,0,0,0
0x0475c19dc7676994e309b152e0436df6974cc513,46281,59249,279,47,47,186,44,567,0.1162750721,6979,284,0,0,0,0
